15,unobus_TripUpdate,http://www3.unobus.co.jp/GTFS/GTFS_RT.bin,bin
15,unobus_VehiclePosition,http://www3.unobus.co.jp/GTFS/GTFS_RT-VP.bin,bin
300,unobus_Alert,http://www3.unobus.co.jp/GTFS/GTFS_RT-Alert.bin,bin
